generic_id,created_at,complaint_status_id,voteup_count,city_id,ward_id,category_id,sub_category_id,civic_agency_id,title,description,location
W0230206136,"We sometimes feel surprised with the civic issue which a common public has to suffer due to insufficiency of BMC. this is a daily place encroached by these Street people where it is BMC. duty to make them clear footpath for people to walk on it.",3,0,2,954,9,42,0,"17-01-2017 00:43","Foothpath encroached by the beggers!!!","10-B, Sardar Vallabhbhai Patel Rd, Bhatwadi, Girgaon, Mumbai, Maharashtra 400004, India"
W0150206137,"Auto rickshaws block the station road fully during peak hours by waiting for pick up until then they carry a traffic behind them but they do not even bother about the situation as no authorities to ask them. rest footpath is covered by hawkers unable walk.",2,2,2,945,21,84,25,"17-01-2017 00:49","Auto rickshaw &amp; hawkers on road","221, Station Rd, Dina Bama Estate, Bhandup West, Mumbai, Maharashtra 400078, India"
W060C206438,"Station road is full of open garbage and wrong parking",3,0,2,939,6,155,22,"17-01-2017 01:11",Garbage,"Bandra East, Mumbai, Maharashtra, India"
W0270C206441,"Waste disposing proper arrangement required for wet & dry waste.",3,1,2,953,6,155,22,"17-01-2017 01:23","Waste disposing","Mahadev Palav Marg, BDD Chawl, Parel, Mumbai, Maharashtra 400012, India"
W0120C206442,"From last 1.week there are.some 7-8 Garbage drums (green colored) lying on the footpath just outside justice chainani elders home blocking the footpath & emitting filthy foul smell on the road",2,0,2,944,6,155,22,"17-01-2017 01:24","Garbage drums lying on footpath","Opposite Shahani Colony, Navghar Road, Mulund East, Mumbai - 400081, Deendayal Nagar, Mulund East, Mumbai, Maharashtra 400081, India"
W0120C206443,"There are some 8 Garbage drums lying on the footpath thereby blocking the place on the footpath & emit foul smell also the stray dogs scatter the garage on the.foot.path  however no action",2,0,2,944,6,155,22,"17-01-2017 01:28","Garbage drums on footpath","Opposite Shahani Colony, Navghar Road, Mulund East, Mumbai - 400081, Deendayal Nagar, Mulund East, Mumbai, Maharashtra 400081, India"
W0170C206444,"Dust bin dont have wheel , no proper cleanings .",3,0,2,947,6,155,22,"17-01-2017 02:43","No proper dust bin and no proper cleanings","Naidu Colony, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India"
W0210C206445,"Area is totaly garbage and building weste water toilet westeg also...",3,0,2,956,6,155,22,"17-01-2017 03:13","Welcome to garbage area","Dongri, Umerkhadi, Mumbai, Maharashtra, India"
W0240C206446,"I see people defecating openly in the salt Pan area daily and near the open ground from Wadala to Reay road area. There is lack of basic education and infrastructure to help these people. There is a toilet here but for some reason people prefer the open spaces. Since the freeway is a landmark of Mumbai and many people use it daily, it presents a very bad impression of Mumbai.",3,5,2,950,454,157,22,"17-01-2017 04:13","Lack of toilets in Wadala","Bombay Port Trust Rd, Wadala, Mumbai, Maharashtra 400037, India"
W040C206447,"Hmmm. Where do I start.\nCan we please do something about Paver blocks in this city? \nCan we not slow down every 3 seconds for trembling that our car could get damaged if we went over a horribly done Paver blocked road? \nCan we actually have tar and concrete everywhere? Can we?",3,27,2,938,15,67,22,"17-01-2017 05:51","Paver blocks","53, New Link Rd, Veera Desai Industrial Estate, Andheri West, Mumbai, Maharashtra 400102, India"
W0110C206448,"Malad railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,10,2,936,313,314,28,"17-01-2017 06:09","Badly maintained Malad station","Malad Footover Bridge, Vijaykar Wadi Industrial, Vijaykar Wadi, Malad West, Mumbai, Maharashtra 400064"
W0160C206455,"Lots of garbage and over flowing of toiltets water from the bulding no 5 premier compound and the bulding is so dirty that no one is able to walk in the bulding pls do need full",2,21,2,946,382,3,10,"17-01-2017 07:23","Lots of garbage and toilet water is over flowing out of the bulding","18, Premier Residencies, Vidyavihar Society, Kurla, Mumbai, Maharashtra 400070, India"
W0110C206466,"Public toilet tank has been full since many days and it has overflowing continue on the road full of dirty water is flowing on main road",3,3,2,936,454,157,22,"17-01-2017 07:53","Public toilet tank overflow","Squatters Colony, Azmi Nagar, Malvani, Malad West, Mumbai, Maharashtra 400095, India"
W010C206477,"So many garbage trucks are parked on both the sides of the entire road everyday.This makes the entire road unaccessible because of the foul smell. People residing in mahindra cant open their windows because of the smell and mosquitoes tht are created coz of these trucks. Its become nuisance for the peoplw living around. The municipality  always escapes by saying its government property and they are supposed to be parked there. The number of trucks is increasing day by day infact its even difficult to get your car frm there because of the limited space left by the trucks on the road.",3,17,2,937,9,42,0,"17-01-2017 08:58","Municipal Truck Parking Isuue","Off Aarey Piramal Cross Rd, Mahindra Gardens, Piramal Nagar, Goregaon West, Mumbai, Maharashtra 400104, India"
W050C206478,"Here, there is a broken sweage , because of which it create unhygine atmosphere. Mosiquotes, bad smell, garbage,etc have arross there. Requested to repair it",3,8,2,935,18,73,22,"17-01-2017 09:05","Broken sweage cover","Rd Number 2, MHADA Colony, Lokhandwala Twp, Kandivali East, Mumbai, Maharashtra 400101, India"
W060C206480,"Roads are in poor condition and water leakage from pipes . Water getting wasted everyday. Muncipal authorities digging some or the other day and leaving as it is .",3,26,2,939,15,67,22,"17-01-2017 09:18","Poor roads no cleanliness","Gazdhar Bandh Rd, Santacruz West, Mumbai, Maharashtra 400054, India"
W060C206481,"Bandra railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,13,2,939,313,314,28,"17-01-2017 09:21","Badly maintained Bandra station","Bandra East to West Railway Foot-Bridge, Bairam Naupada, Bandra West, Mumbai, Maharashtra 400050"
W040C206482,"Hi i live in vile parle east opp.\nWe live in a chawl and there is small ground in which there is alot of garbage.we complaint in bmc alot of times bt the problem doesnt got resolved.\nIts a small ground where childrens use to play and in rainy season the condition gets more worst.",3,12,2,938,6,155,22,"17-01-2017 09:21",Garbage,"1, Sahar Rd, Koldongri, Andheri East, Mumbai, Maharashtra 400047, India"
W0110C206486,"Earlier garbage was been lifted from that spot on regular basis but due to the construction of Metro, people in our area the garbage van is not able to come and pick up the garbage as the MMRDA has put partitions on the road. As we don\'t have any other dustbins or specific space to dumb the garbage in our area, people dumps the garbage at the aforesaid marked place and the said garbage is burnt by the workers and engineers at the Metro Construction site which causes smoke in our area and thereby causing difficult to breath and causing other respiratory problems. Also there is a school opposite to the said garbage dumping site which causes our children difficult to breathe. I request you to either make provision to lift the garbage from the said location or give an alternate place to dump the garbage until and unless the construction is over.",3,6,2,936,6,155,22,"17-01-2017 09:30","Garbage is not been lifted up by the BMC Van and is burnt in regular basis causing too much of smoke","Datta Mandir Road Malad East, Malkani Estate, Padmaba Nagar, Ban Dongri, Mumbai, Maharashtra 400097, India"
W0200C206497,"Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,0,2,957,313,314,28,"17-01-2017 09:54","Badly maintained Charni Road station","Kranti Nagar, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004"
W0150C206502,"Bhandup railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,945,313,314,28,"17-01-2017 10:01","Badly maintained Bhandup station","Bhandup Station,Bhandup,Mumbai,Maharashtra, Station Rd, C.G.S. Colony, Kanjurmarg East, Mumbai, Maharashtra 400078"
W0220C206506,"Byculla railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,955,313,314,28,"17-01-2017 10:07","Badly maintained Byculla station","Byculla West, Mazgaon, Mumbai, Maharashtra 400010"
W0200C206510,"Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,957,313,314,28,"17-01-2017 10:14","Badly maintained Charni Road station","Kranti Nagar, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004"
W0190C206513,"Chembur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,0,2,949,313,314,28,"17-01-2017 10:17","Badly maintained Chembur station","Prakash Thorat Marg, Chembur Gaothan, Chembur East, Mumbai, Maharashtra 400071"
W0160206215,"We are suffering from this from 4 to 5 days. many people falls down every day",2,2,2,946,15,66,22,"17-01-2017 10:20","Water stored","12-B, Sahakar Nagar3, Sahakar Nagar, Kurla East, Mumbai, Maharashtra 400071, India"
W000C206518,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,0,313,314,28,"17-01-2017 10:24","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W0140C206521,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,934,313,314,28,"17-01-2017 10:28","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W0140C206524,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,934,313,314,28,"17-01-2017 10:34","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W000C206527,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,0,313,314,28,"17-01-2017 10:40","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W0140C206530,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,0,2,934,313,314,28,"17-01-2017 10:46","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W0200C206531,"Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,0,2,957,313,314,28,"17-01-2017 10:51","Badly maintained Charni Road station","Kranti Nagar, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004"
W0140C206536,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,0,2,934,313,314,28,"17-01-2017 10:56","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W0200C206537,"Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,0,2,957,313,314,28,"17-01-2017 11:00","Badly maintained Charni Road station","Kranti Nagar, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004"
W000C206542,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,0,2,0,313,314,28,"17-01-2017 11:04","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W0140C206545,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis.",9,1,2,934,313,314,28,"17-01-2017 11:07","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W000C206550,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,0,313,314,28,"17-01-2017 11:11","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W0150C206554,"Bhandup railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,945,313,314,28,"17-01-2017 11:17","Badly maintained Bhandup station","Bhandup Station,Bhandup,Mumbai,Maharashtra, Station Rd, C.G.S. Colony, Kanjurmarg East, Mumbai, Maharashtra 400078"
W0100C206557,"Hi citizens, I live in one of the most popular and posh areas of Mumbai i.e. Andheri. An eye sore to this bustling place are multiple vehicles parked along the road and under the bridges. These are vehicles that are abandoned by their owners and left to rust away.\nNot only do they eat up expensive and highly sought after parking space, they also create an eye sore. Andheri being so close to the Airport and having all the top hotels in the state caters to lots of visitors and tourists.\nJust out of a world class and beautiful airport no one would like to see a rusted away skeleton of a Maruti or Ambassador or even an auto rickshaw. These cars become a breeding and resting place for stray animals and also places for indecent activities under the cloak of darkness. Some are even covered with garbage, urine and faecal matter.\nI urge the authorities to confiscate such vehicles, intimate the owners and give them a specified time to reclaim them back. If there is no response within the stipulated time then the vehicles should be sent for scrapping. Vintage and rare vehicles can be put up for auction.",3,19,2,943,21,84,25,"17-01-2017 11:18","Abandoned cars","1-107, Guru Hargovindji Rd, S B Singh Colony, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India"
W000C206558,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,0,313,314,28,"17-01-2017 11:20","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W0140C206560,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,934,313,314,28,"17-01-2017 11:24","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W000C206562,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,0,313,314,28,"17-01-2017 11:28","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W0200C206566,"Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,5,2,957,313,314,28,"17-01-2017 11:31","Badly maintained Charni Road station","Kranti Nagar, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004"
W000C206567,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,0,313,314,28,"17-01-2017 11:36","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W000C206569,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,0,313,314,28,"17-01-2017 11:39","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W0140C206572,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,934,313,314,28,"17-01-2017 11:42","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W0140C206576,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,934,313,314,28,"17-01-2017 11:45","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W000C206579,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,0,313,314,28,"17-01-2017 11:49","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W000C206580,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,0,313,314,28,"17-01-2017 11:54","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W040C206582,"Jogeshwari railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,14,2,938,313,314,28,"17-01-2017 11:56","Badly maintained Jogeshwari station","Station Rd, Subhash Nagar, Jogeshwari East, Mumbai, Maharashtra 400060"
W000C206583,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,0,313,314,28,"17-01-2017 11:58","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W0200C206586,"Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,4,2,957,313,314,28,"17-01-2017 12:01","Badly maintained Charni Road station","Kranti Nagar, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004"
W0220C206587,"Byculla railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,955,313,314,28,"17-01-2017 12:02","Badly maintained Byculla station","Byculla West, Mazgaon, Mumbai, Maharashtra 400010"
W000C206589,"Kalyan railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,8,2,0,313,314,28,"17-01-2017 12:03","Badly maintained Kalyan station","Valipeer Rd, Bhanu Sagar Talkies, Bhanunagar Kalyan(West), Bhoiwada, Kalyan, Maharashtra 421301"
W0140C206591,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,934,313,314,28,"17-01-2017 12:05","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
W000C206593,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,4,2,0,313,314,28,"17-01-2017 12:06","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W000C206598,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,0,313,314,28,"17-01-2017 12:08","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W000C206602,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,0,313,314,28,"17-01-2017 12:12","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W000C206603,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,0,313,314,28,"17-01-2017 12:12","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W0220C206606,"Byculla railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,955,313,314,28,"17-01-2017 12:15","Badly maintained Byculla station","Byculla West, Mazgaon, Mumbai, Maharashtra 400010"
W000C206608,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,0,313,314,28,"17-01-2017 12:16","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W0220C206610,"Byculla railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,0,2,955,313,314,28,"17-01-2017 12:18","Badly maintained Byculla station","Byculla West, Mazgaon, Mumbai, Maharashtra 400010"
W020C206612,"No bmc dustbin",3,1,2,958,6,155,22,"17-01-2017 12:20",Garbage,"Navy Nagar, Colaba, Mumbai, Maharashtra, India"
W0200C206613,"Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,957,313,314,28,"17-01-2017 12:20","Badly maintained Charni Road station","Kranti Nagar, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004"
W0220C206616,"Byculla railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,955,313,314,28,"17-01-2017 12:23","Badly maintained Byculla station","Byculla West, Mazgaon, Mumbai, Maharashtra 400010"
W000C206617,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,0,313,314,28,"17-01-2017 12:23","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W000C206618,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,0,313,314,28,"17-01-2017 12:26","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W0270C206619,"Chinchpokli railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,4,2,953,313,314,28,"17-01-2017 12:27","Badly maintained Chinchpokli station","Railway Footover Bridge, Chinchpokli, Mumbai, Maharashtra 400011"
W0150C206620,"Bhandup railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,945,313,314,28,"17-01-2017 12:30","Badly maintained Bhandup station","Bhandup Station,Bhandup,Mumbai,Maharashtra, Station Rd, C.G.S. Colony, Kanjurmarg East, Mumbai, Maharashtra 400078"
W000C206621,"Bhayandar railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,0,313,314,28,"17-01-2017 12:30","Badly maintained Bhayandar station","Navghar Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401101"
W0220C206622,"Footpath digging authorities have not levelled the same",3,0,2,955,15,67,22,"17-01-2017 12:33","Bad footpath, uneven footpath","Jacob Circle, Mumbai, Maharashtra 400011, India"
W0200C206623,"Here the streetlight is not been working since last few days.please repair this streetlight asap...",3,0,2,957,15,62,22,"17-01-2017 12:33","One of the streetlight not working","159, Kika St, Marine Lines East, Panjarpole, Bhuleshwar, Mumbai, Maharashtra 400003, India"
W0200C206624,"Charni Road railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,957,313,314,28,"17-01-2017 12:33","Badly maintained Charni Road station","Kranti Nagar, Mangal Wadi, Girgaon, Mumbai, Maharashtra 400004"
W0220C206625,"Byculla railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,955,313,314,28,"17-01-2017 12:35","Badly maintained Byculla station","Byculla West, Mazgaon, Mumbai, Maharashtra 400010"
W010C206627,"Goregaon railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,13,2,937,313,314,28,"17-01-2017 12:38","Badly maintained Goregaon station","8, Sonawala Road, Jay Prakash Nagar, Jay Prakash Nagar, Goregaon East, Mumbai, Maharashtra 400063"
W000C206628,"CBD Belapur railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,1,2,0,313,314,28,"17-01-2017 12:38","Badly maintained CBD Belapur station","Sector 11, CBD Belapur, Navi Mumbai, Maharashtra 400614"
W040C206629,"Andheri railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,3,2,938,313,314,28,"17-01-2017 12:38","Badly maintained Andheri station","Railway Colony, Andheri East, Andheri, Maharashtra 400047"
W040C206630,"Andheri railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,11,2,938,313,314,28,"17-01-2017 12:39","Badly maintained Andheri station","Railway Colony, Andheri East, Andheri, Maharashtra 400047"
W040C206631,"Jogeshwari railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,24,2,938,313,314,28,"17-01-2017 12:39","Badly maintained Jogeshwari station","Station Rd, Subhash Nagar, Jogeshwari East, Mumbai, Maharashtra 400060"
W0140C206633,"Borivali railway station is very badly maintained and requires urgent attention by the railway authorities.  I request the railway authorities to look into this issue and take up proper maintenance works  so that there is no inconvenience caused to commuters like me who use this station on a regular basis. ",9,2,2,934,313,314,28,"17-01-2017 12:41","Badly maintained Borivali station","Chinchpada, Borivali East, Mumbai, Maharashtra 400066"
